,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId,coordinates
5474,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:19:00+00,Lincoln,10,4.0,2.0,98.0,5475,"(42.4259283, -71.3039469)"
5475,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:24:00+00,Concord,11,0.0,51.0,47.0,5476,"(42.4605189, -71.3488963)"
5476,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:01:00+00,Windsor Gardens,6,17.0,0.0,417.0,5477,"(-1, -1)"
5477,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:14:00+00,Kendal Green,7,0.0,3.0,43.0,5478,"(42.379818, -71.2817237)"
5478,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:06:00+00,Norwood Central,7,177.0,1.0,593.0,5479,"(-1, -1)"
5479,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:09:00+00,Norwood Depot,8,59.0,0.0,652.0,5480,"(-1, -1)"
5480,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:13:00+00,Islington,9,23.0,2.0,673.0,5481,"(42.2237097, -71.1897756)"
5481,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:16:00+00,Dedham Corp Center,10,110.0,0.0,783.0,5482,"(-1, -1)"
5482,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:20:00+00,Endicott,11,29.0,1.0,811.0,5483,"(42.2317654, -71.1578302)"
5483,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:25:00+00,Readville,12,41.0,3.0,849.0,5484,"(42.2403766, -71.1369964)"
5484,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:35:00+00,Ruggles,14,0.0,147.0,702.0,5485,"(-1, -1)"
5485,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 12:39:00+00,Back Bay,15,5.0,252.0,455.0,5486,"(42.3507067, -71.0797297)"
5488,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:15:00+00,Franklin,2,177.0,0.0,372.0,5489,"(42.0834313, -71.396725)"
5489,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:22:00+00,Norfolk,3,271.0,0.0,643.0,5490,"(42.1195426, -71.3250564)"
5490,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:30:00+00,Walpole,4,187.0,0.0,830.0,5491,"(42.1459019, -71.2538759)"
5491,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:34:00+00,Windsor Gardens,6,38.0,0.0,868.0,5492,"(-1, -1)"
5492,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:39:00+00,Norwood Central,7,231.0,1.0,1098.0,5493,"(-1, -1)"
5493,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 12:45:00+00,Dedham Corp Center,10,156.0,3.0,1251.0,5494,"(-1, -1)"
5494,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 13:00:00+00,Ruggles,14,5.0,177.0,1079.0,5495,"(-1, -1)"
5495,Spring 2018,CR-Franklin,Franklin Line,706,1,day_type_01,weekday,2018/01/01 13:04:00+00,Back Bay,15,7.0,373.0,713.0,5496,"(42.3507067, -71.0797297)"
5498,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 12:57:00+00,Franklin,2,93.0,0.0,265.0,5499,"(42.0834313, -71.396725)"
5499,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:04:00+00,Norfolk,3,155.0,0.0,420.0,5500,"(42.1195426, -71.3250564)"
5500,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:11:00+00,Walpole,4,109.0,0.0,529.0,5501,"(42.1459019, -71.2538759)"
5501,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:15:00+00,Windsor Gardens,6,86.0,0.0,615.0,5502,"(-1, -1)"
5502,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:20:00+00,Norwood Central,7,162.0,5.0,772.0,5503,"(-1, -1)"
5503,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:26:00+00,Dedham Corp Center,10,80.0,0.0,852.0,5504,"(-1, -1)"
5504,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:29:00+00,Endicott,11,42.0,0.0,894.0,5505,"(42.2317654, -71.1578302)"
5505,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:33:00+00,Readville,12,31.0,2.0,923.0,5506,"(42.2403766, -71.1369964)"
5506,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:44:00+00,Ruggles,14,1.0,96.0,828.0,5507,"(-1, -1)"
5507,Spring 2018,CR-Franklin,Franklin Line,708,1,day_type_01,weekday,2018/01/01 13:48:00+00,Back Bay,15,3.0,259.0,572.0,5508,"(42.3507067, -71.0797297)"
5510,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:29:00+00,Franklin,2,25.0,0.0,54.0,5511,"(42.0834313, -71.396725)"
5511,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:36:00+00,Norfolk,3,34.0,0.0,88.0,5512,"(42.1195426, -71.3250564)"
5512,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:43:00+00,Walpole,4,27.0,1.0,114.0,5513,"(42.1459019, -71.2538759)"
5513,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:47:00+00,Windsor Gardens,6,18.0,0.0,132.0,5514,"(-1, -1)"
5514,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:51:00+00,Norwood Central,7,33.0,2.0,163.0,5515,"(-1, -1)"
5515,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:20:00+00,Lincoln,10,0.0,0.0,43.0,5516,"(42.4259283, -71.3039469)"
5516,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:14:00+00,Concord,11,0.0,7.0,36.0,5517,"(42.4605189, -71.3488963)"
5517,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:14:00+00,West Concord,12,0.0,17.0,19.0,5518,"(42.4566859, -71.3942316)"
5518,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:33:00+00,South Acton,13,0.0,2.0,17.0,5519,"(42.4584265, -71.453674)"
5519,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:40:00+00,Littleton / Rte 495,14,0.0,1.0,16.0,5520,"(-1, -1)"
5520,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:48:00+00,Ayer,15,1.0,5.0,12.0,5521,"(42.5595807, -71.5882561)"
5521,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:53:00+00,Shirley,16,1.0,0.0,13.0,5522,"(42.543702, -71.6495134)"
5522,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 15:02:00+00,North Leominster,17,0.0,4.0,9.0,5523,"(42.5417572, -71.7370158)"
5523,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 15:09:00+00,Fitchburg,18,0.0,7.0,2.0,5524,"(42.5854371, -71.8046023)"
5526,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:10:00+00,Porter Square,2,10.0,0.0,41.0,5527,"(42.3885028, -71.1192991)"
5527,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:15:00+00,Belmont,3,3.0,0.0,44.0,5528,"(42.3959296, -71.1786655)"
5528,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:17:00+00,Waverley,4,4.0,0.0,48.0,5529,"(42.3875964, -71.1828322)"
5529,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:22:00+00,Waltham,5,5.0,3.0,50.0,5530,"(42.3756401, -71.2358004)"
5530,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:25:00+00,Brandeis/ Roberts,6,0.0,14.0,36.0,5531,"(-1, -1)"
5531,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:29:00+00,Kendal Green,7,1.0,1.0,36.0,5532,"(42.379818, -71.2817237)"
5532,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:35:00+00,Lincoln,10,2.0,1.0,37.0,5533,"(42.4259283, -71.3039469)"
5533,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:40:00+00,Concord,11,2.0,12.0,27.0,5534,"(42.4605189, -71.3488963)"
5534,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:44:00+00,West Concord,12,0.0,5.0,22.0,5535,"(42.4566859, -71.3942316)"
5535,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:48:00+00,South Acton,13,0.0,1.0,21.0,5536,"(42.4584265, -71.453674)"
5536,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:55:00+00,Littleton / Rte 495,14,0.0,5.0,16.0,5537,"(-1, -1)"
5537,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 16:03:00+00,Ayer,15,5.0,1.0,20.0,5538,"(42.5595807, -71.5882561)"
5538,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 16:08:00+00,Shirley,16,0.0,0.0,20.0,5539,"(42.543702, -71.6495134)"
5539,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 15:44:00+00,North Leominster,17,0.0,4.0,16.0,5540,"(42.5417572, -71.7370158)"
5540,Spring 2018,CR-Fitchburg,Fitchburg Line,407,0,day_type_01,weekday,2018/01/01 16:24:00+00,Fitchburg,18,0.0,15.0,1.0,5541,"(42.5854371, -71.8046023)"
5543,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:25:00+00,Porter Square,2,26.0,2.0,68.0,5544,"(42.3885028, -71.1192991)"
5544,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:30:00+00,Belmont,3,1.0,0.0,69.0,5545,"(42.3959296, -71.1786655)"
5545,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:36:00+00,Waltham,5,3.0,2.0,70.0,5546,"(42.3756401, -71.2358004)"
5546,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:39:00+00,Brandeis/ Roberts,6,0.0,28.0,42.0,5547,"(-1, -1)"
5547,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:43:00+00,Kendal Green,7,0.0,2.0,40.0,5548,"(42.379818, -71.2817237)"
5548,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:49:00+00,Lincoln,10,0.0,2.0,38.0,5549,"(42.4259283, -71.3039469)"
5549,Spring 2018,CR-Fitchburg,Fitchburg Line,409,0,day_type_01,weekday,2018/01/01 16:54:00+00,Concord,11,3.0,8.0,33.0,5550,"(42.4605189, -71.3488963)"
5550,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 06:05:00+00,Littleton / Rte 495,14,0.0,0.0,10.0,5551,"(-1, -1)"
5551,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 06:13:00+00,Ayer,15,0.0,0.0,10.0,5552,"(42.5595807, -71.5882561)"
5552,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 06:18:00+00,Shirley,16,0.0,0.0,10.0,5553,"(42.543702, -71.6495134)"
5553,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 06:27:00+00,North Leominster,17,0.0,5.0,5.0,5554,"(42.5417572, -71.7370158)"
5554,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 06:34:00+00,Fitchburg,18,0.0,5.0,0.0,5555,"(42.5854371, -71.8046023)"
5557,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 11:55:00+00,Porter Square,2,17.0,1.0,18.0,5558,"(42.3885028, -71.1192991)"
5558,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:00:00+00,Belmont,3,5.0,1.0,22.0,5559,"(42.3959296, -71.1786655)"
5559,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:02:00+00,Waverley,4,1.0,1.0,22.0,5560,"(42.3875964, -71.1828322)"
5560,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:07:00+00,Waltham,5,3.0,7.0,18.0,5561,"(42.3756401, -71.2358004)"
5561,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:10:00+00,Brandeis/ Roberts,6,2.0,13.0,7.0,5562,"(-1, -1)"
5562,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:14:00+00,Kendal Green,7,0.0,1.0,6.0,5563,"(42.379818, -71.2817237)"
5563,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:20:00+00,Lincoln,10,0.0,0.0,6.0,5564,"(42.4259283, -71.3039469)"
5564,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:25:00+00,Concord,11,2.0,5.0,3.0,5565,"(42.4605189, -71.3488963)"
5565,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:29:00+00,West Concord,12,2.0,1.0,4.0,5566,"(42.4566859, -71.3942316)"
5566,Spring 2018,CR-Fitchburg,Fitchburg Line,491,0,day_type_01,weekday,2018/01/01 12:33:00+00,South Acton,13,0.0,4.0,0.0,5567,"(42.4584265, -71.453674)"
5569,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:09:00+00,Porter Square,2,59.0,4.0,225.0,5570,"(42.3885028, -71.1192991)"
5570,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:14:00+00,Belmont,3,1.0,13.0,213.0,5571,"(42.3959296, -71.1786655)"
5571,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:17:00+00,Waverley,4,3.0,6.0,210.0,5572,"(42.3875964, -71.1828322)"
5572,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:22:00+00,Waltham,5,1.0,29.0,182.0,5573,"(42.3756401, -71.2358004)"
5573,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:26:00+00,Brandeis/ Roberts,6,6.0,13.0,175.0,5574,"(-1, -1)"
5574,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:30:00+00,Kendal Green,7,7.0,10.0,172.0,5575,"(42.379818, -71.2817237)"
5575,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:33:00+00,Hastings,8,0.0,2.0,170.0,5576,"(42.3875957, -71.289224)"
5576,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:39:00+00,Lincoln,10,0.0,25.0,145.0,5577,"(42.4259283, -71.3039469)"
5577,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:44:00+00,Concord,11,0.0,45.0,100.0,5578,"(42.4605189, -71.3488963)"
5578,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:49:00+00,West Concord,12,2.0,24.0,78.0,5579,"(42.4566859, -71.3942316)"
5579,Spring 2018,CR-Fitchburg,Fitchburg Line,493,0,day_type_01,weekday,2018/01/01 21:53:00+00,South Acton,13,0.0,49.0,29.0,5580,"(42.4584265, -71.453674)"
5582,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 10:37:00+00,Franklin,2,54.0,0.0,100.0,5583,"(42.0834313, -71.396725)"
5583,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 10:44:00+00,Norfolk,3,66.0,0.0,166.0,5584,"(42.1195426, -71.3250564)"
5584,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 10:50:00+00,Walpole,4,59.0,0.0,225.0,5585,"(42.1459019, -71.2538759)"
5585,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 10:54:00+00,Windsor Gardens,6,12.0,0.0,237.0,5586,"(-1, -1)"
5586,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 10:58:00+00,Norwood Central,7,104.0,1.0,340.0,5587,"(-1, -1)"
5587,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 11:02:00+00,Islington,9,10.0,0.0,350.0,5588,"(42.2237097, -71.1897756)"
5588,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 11:05:00+00,Dedham Corp Center,10,28.0,0.0,378.0,5589,"(-1, -1)"
5589,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 11:08:00+00,Endicott,11,19.0,1.0,396.0,5590,"(42.2317654, -71.1578302)"
5590,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 11:12:00+00,Readville,12,9.0,1.0,404.0,5591,"(42.2403766, -71.1369964)"
5591,Spring 2018,CR-Franklin,Franklin Line,700,1,day_type_01,weekday,2018/01/01 11:24:00+00,Back Bay,15,1.0,184.0,221.0,5592,"(42.3507067, -71.0797297)"
5594,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:12:00+00,Franklin,2,98.0,0.0,192.0,5595,"(42.0834313, -71.396725)"
5595,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:19:00+00,Norfolk,3,162.0,0.0,354.0,5596,"(42.1195426, -71.3250564)"
5596,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:26:00+00,Walpole,4,94.0,1.0,447.0,5597,"(42.1459019, -71.2538759)"
5597,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:30:00+00,Windsor Gardens,6,17.0,0.0,464.0,5598,"(-1, -1)"
5598,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:35:00+00,Norwood Central,7,83.0,1.0,546.0,5599,"(-1, -1)"
5599,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 11:38:00+00,Norwood Depot,8,31.0,0.0,577.0,5600,"(-1, -1)"
5600,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:53:00+00,Norwood Depot,8,17.0,0.0,180.0,5601,"(-1, -1)"
5601,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:56:00+00,Islington,9,5.0,0.0,185.0,5602,"(42.2237097, -71.1897756)"
5602,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 14:59:00+00,Dedham Corp Center,10,62.0,2.0,245.0,5603,"(-1, -1)"
5603,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 15:02:00+00,Endicott,11,9.0,0.0,254.0,5604,"(42.2317654, -71.1578302)"
5604,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 15:06:00+00,Readville,12,5.0,1.0,258.0,5605,"(42.2403766, -71.1369964)"
5605,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 15:16:00+00,Ruggles,14,1.0,51.0,208.0,5606,"(-1, -1)"
5606,Spring 2018,CR-Franklin,Franklin Line,710,1,day_type_01,weekday,2018/01/01 15:20:00+00,Back Bay,15,2.0,101.0,109.0,5607,"(42.3507067, -71.0797297)"
5609,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:02:00+00,Franklin,2,15.0,0.0,26.0,5610,"(42.0834313, -71.396725)"
5610,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:09:00+00,Norfolk,3,9.0,0.0,35.0,5611,"(42.1195426, -71.3250564)"
5611,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:16:00+00,Walpole,4,5.0,0.0,40.0,5612,"(42.1459019, -71.2538759)"
5612,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:20:00+00,Windsor Gardens,6,5.0,0.0,45.0,5613,"(-1, -1)"
5613,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:24:00+00,Norwood Central,7,28.0,2.0,71.0,5614,"(-1, -1)"
5614,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:26:00+00,Norwood Depot,8,5.0,0.0,76.0,5615,"(-1, -1)"
5615,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:29:00+00,Islington,9,2.0,0.0,78.0,5616,"(42.2237097, -71.1897756)"
5616,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:31:00+00,Dedham Corp Center,10,44.0,2.0,120.0,5617,"(-1, -1)"
5617,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:34:00+00,Endicott,11,4.0,0.0,124.0,5618,"(42.2317654, -71.1578302)"
5618,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:38:00+00,Readville,12,2.0,0.0,126.0,5619,"(42.2403766, -71.1369964)"
5619,Spring 2018,CR-Franklin,Franklin Line,712,1,day_type_01,weekday,2018/01/01 16:49:00+00,Back Bay,15,2.0,71.0,57.0,5620,"(42.3507067, -71.0797297)"
5622,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:27:00+00,Franklin,2,8.0,0.0,15.0,5623,"(42.0834313, -71.396725)"
5623,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:34:00+00,Norfolk,3,5.0,1.0,19.0,5624,"(42.1195426, -71.3250564)"
5624,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:41:00+00,Walpole,4,8.0,0.0,27.0,5625,"(42.1459019, -71.2538759)"
5625,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:45:00+00,Windsor Gardens,6,6.0,0.0,33.0,5626,"(-1, -1)"
5626,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:49:00+00,Norwood Central,7,7.0,0.0,40.0,5627,"(-1, -1)"
5627,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:51:00+00,Norwood Depot,8,5.0,0.0,45.0,5628,"(-1, -1)"
5628,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:54:00+00,Islington,9,3.0,0.0,48.0,5629,"(42.2237097, -71.1897756)"
5629,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:56:00+00,Dedham Corp Center,10,10.0,0.0,58.0,5630,"(-1, -1)"
5630,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 17:59:00+00,Endicott,11,2.0,0.0,60.0,5631,"(42.2317654, -71.1578302)"
5631,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 18:03:00+00,Readville,12,0.0,0.0,60.0,5632,"(42.2403766, -71.1369964)"
5632,Spring 2018,CR-Franklin,Franklin Line,714,1,day_type_01,weekday,2018/01/01 18:14:00+00,Back Bay,15,3.0,24.0,39.0,5633,"(42.3507067, -71.0797297)"
5635,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 18:42:00+00,Franklin,2,8.0,0.0,18.0,5636,"(42.0834313, -71.396725)"
5636,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 18:49:00+00,Norfolk,3,7.0,1.0,24.0,5637,"(42.1195426, -71.3250564)"
5637,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 18:56:00+00,Walpole,4,6.0,0.0,30.0,5638,"(42.1459019, -71.2538759)"
5638,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:01:00+00,Windsor Gardens,6,0.0,0.0,30.0,5639,"(-1, -1)"
5639,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:05:00+00,Norwood Central,7,5.0,0.0,35.0,5640,"(-1, -1)"
5640,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:07:00+00,Norwood Depot,8,6.0,0.0,41.0,5641,"(-1, -1)"
5641,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:10:00+00,Islington,9,0.0,0.0,41.0,5642,"(42.2237097, -71.1897756)"
5642,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:12:00+00,Dedham Corp Center,10,6.0,1.0,46.0,5643,"(-1, -1)"
5643,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:15:00+00,Endicott,11,5.0,0.0,51.0,5644,"(42.2317654, -71.1578302)"
5644,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:19:00+00,Readville,12,4.0,0.0,55.0,5645,"(42.2403766, -71.1369964)"
5645,Spring 2018,CR-Franklin,Franklin Line,716,1,day_type_01,weekday,2018/01/01 19:30:00+00,Back Bay,15,4.0,25.0,34.0,5646,"(42.3507067, -71.0797297)"
