,season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId,coordinates
5305,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:07:00+00,Waltham,5,1.0,15.0,80.0,5306,"(42.3756401, -71.2358004)"
5306,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:10:00+00,Brandeis/ Roberts,6,2.0,0.0,82.0,5307,"(-1, -1)"
5307,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:14:00+00,Kendal Green,7,6.0,0.0,88.0,5308,"(42.379818, -71.2817237)"
5308,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:20:00+00,Lincoln,10,2.0,6.0,84.0,5309,"(42.4259283, -71.3039469)"
5309,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:25:00+00,Concord,11,0.0,7.0,77.0,5310,"(42.4605189, -71.3488963)"
5310,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:29:00+00,West Concord,12,0.0,16.0,61.0,5311,"(42.4566859, -71.3942316)"
5311,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:33:00+00,South Acton,13,2.0,18.0,45.0,5312,"(42.4584265, -71.453674)"
5312,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:40:00+00,Littleton / Rte 495,14,0.0,11.0,34.0,5313,"(-1, -1)"
5313,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:48:00+00,Ayer,15,0.0,13.0,21.0,5314,"(42.5595807, -71.5882561)"
5314,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 02:53:00+00,Shirley,16,1.0,4.0,18.0,5315,"(42.543702, -71.6495134)"
5315,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 03:02:00+00,North Leominster,17,0.0,8.0,10.0,5316,"(42.5417572, -71.7370158)"
5316,Spring 2018,CR-Fitchburg,Fitchburg Line,429,0,day_type_01,weekday,2018/01/02 03:09:00+00,Fitchburg,18,0.0,7.0,3.0,5317,"(42.5854371, -71.8046023)"
5319,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 03:50:00+00,Porter Square,2,12.0,3.0,46.0,5320,"(42.3885028, -71.1192991)"
5320,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 03:55:00+00,Belmont,3,1.0,0.0,47.0,5321,"(42.3959296, -71.1786655)"
5321,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 03:57:00+00,Waverley,4,0.0,0.0,47.0,5322,"(42.3875964, -71.1828322)"
5322,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:02:00+00,Waltham,5,2.0,8.0,41.0,5323,"(42.3756401, -71.2358004)"
5323,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:05:00+00,Brandeis/ Roberts,6,0.0,0.0,41.0,5324,"(-1, -1)"
5324,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:09:00+00,Kendal Green,7,0.0,1.0,40.0,5325,"(42.379818, -71.2817237)"
5325,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:15:00+00,Lincoln,10,0.0,1.0,39.0,5326,"(42.4259283, -71.3039469)"
5326,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:20:00+00,Concord,11,0.0,0.0,39.0,5327,"(42.4605189, -71.3488963)"
5327,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:24:00+00,West Concord,12,1.0,5.0,35.0,5328,"(42.4566859, -71.3942316)"
5328,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:28:00+00,South Acton,13,1.0,6.0,30.0,5329,"(42.4584265, -71.453674)"
5329,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:35:00+00,Littleton / Rte 495,14,0.0,1.0,29.0,5330,"(-1, -1)"
5330,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:43:00+00,Ayer,15,2.0,11.0,20.0,5331,"(42.5595807, -71.5882561)"
5331,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:48:00+00,Shirley,16,0.0,4.0,16.0,5332,"(42.543702, -71.6495134)"
5332,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 04:57:00+00,North Leominster,17,0.0,8.0,8.0,5333,"(42.5417572, -71.7370158)"
5333,Spring 2018,CR-Fitchburg,Fitchburg Line,431,0,day_type_01,weekday,2018/01/02 05:04:00+00,Fitchburg,18,0.0,6.0,2.0,5334,"(42.5854371, -71.8046023)"
5336,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:20:00+00,Porter Square,2,5.0,0.0,18.0,5337,"(42.3885028, -71.1192991)"
5337,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:25:00+00,Belmont,3,0.0,1.0,17.0,5338,"(42.3959296, -71.1786655)"
5338,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:27:00+00,Waverley,4,0.0,1.0,16.0,5339,"(42.3875964, -71.1828322)"
5339,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:32:00+00,Waltham,5,1.0,6.0,11.0,5340,"(42.3756401, -71.2358004)"
5340,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:35:00+00,Brandeis/ Roberts,6,0.0,0.0,11.0,5341,"(-1, -1)"
5341,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:39:00+00,Kendal Green,7,0.0,0.0,11.0,5342,"(42.379818, -71.2817237)"
5342,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:45:00+00,Lincoln,10,0.0,0.0,11.0,5343,"(42.4259283, -71.3039469)"
5343,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:50:00+00,Concord,11,0.0,0.0,11.0,5344,"(42.4605189, -71.3488963)"
5344,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:54:00+00,West Concord,12,2.0,1.0,12.0,5345,"(42.4566859, -71.3942316)"
5345,Spring 2018,CR-Fitchburg,Fitchburg Line,433,0,day_type_01,weekday,2018/01/02 05:58:00+00,South Acton,13,0.0,2.0,10.0,5346,"(42.4584265, -71.453674)"
5346,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 21:58:00+00,Fitchburg,18,0.0,38.0,16.0,5347,"(42.5854371, -71.8046023)"
5347,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:54:00+00,Shirley,16,0.0,12.0,13.0,5348,"(42.543702, -71.6495134)"
5348,Spring 2018,CR-Fitchburg,Fitchburg Line,432,1,day_type_01,weekday,2018/01/02 04:49:00+00,Belmont,17,0.0,0.0,8.0,5349,"(42.3959296, -71.1786655)"
5349,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:17:00+00,Waltham,5,8.0,18.0,100.0,5350,"(42.3756401, -71.2358004)"
5351,Spring 2018,CR-Fitchburg,Fitchburg Line,432,1,day_type_01,weekday,2018/01/02 04:54:00+00,Porter Square,18,0.0,6.0,2.0,5352,"(42.3885028, -71.1192991)"
5352,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 14:04:00+00,North Leominster,17,0.0,3.0,10.0,5353,"(42.5417572, -71.7370158)"
5353,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 14:11:00+00,Fitchburg,18,0.0,10.0,0.0,5354,"(42.5854371, -71.8046023)"
5354,Spring 2018,CR-Franklin,Franklin Line,702,1,day_type_01,weekday,2018/01/01 12:07:00+00,Back Bay,15,3.0,222.0,341.0,5355,"(42.3507067, -71.0797297)"
5360,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:20:00+00,Brandeis/ Roberts,6,4.0,4.0,100.0,5361,"(-1, -1)"
5362,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 21:41:00+00,Porter Square,2,223.0,11.0,589.0,5363,"(42.3885028, -71.1192991)"
5363,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 13:55:00+00,Porter Square,2,69.0,10.0,133.0,5364,"(42.3885028, -71.1192991)"
5365,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:24:00+00,Kendal Green,7,0.0,3.0,97.0,5366,"(42.379818, -71.2817237)"
5366,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:42:00+00,Franklin,2,89.0,0.0,179.0,5367,"(42.0834313, -71.396725)"
5367,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:07:00+00,South Acton,13,0.0,179.0,410.0,5368,"(42.4584265, -71.453674)"
5368,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:00:00+00,Belmont,3,1.0,1.0,133.0,5369,"(42.3959296, -71.1786655)"
5369,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:02:00+00,South Acton,7,29.0,0.0,52.0,5370,"(42.4584265, -71.453674)"
5370,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:30:00+00,Lincoln,10,3.0,9.0,91.0,5371,"(42.4259283, -71.3039469)"
5371,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:49:00+00,Norfolk,3,115.0,1.0,293.0,5372,"(42.1195426, -71.3250564)"
5372,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:14:00+00,Littleton / Rte 495,14,3.0,140.0,273.0,5373,"(-1, -1)"
5373,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:02:00+00,Waverley,4,2.0,7.0,128.0,5374,"(42.3875964, -71.1828322)"
5374,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:06:00+00,West Concord,8,71.0,0.0,123.0,5375,"(42.4566859, -71.3942316)"
5375,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:35:00+00,Concord,11,2.0,19.0,74.0,5376,"(42.4605189, -71.3488963)"
5376,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:56:00+00,Walpole,4,95.0,0.0,388.0,5377,"(42.1459019, -71.2538759)"
5377,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:22:00+00,Ayer,15,3.0,77.0,199.0,5378,"(42.5595807, -71.5882561)"
5378,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:07:00+00,Waltham,5,6.0,18.0,116.0,5379,"(42.3756401, -71.2358004)"
5379,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:11:00+00,Concord,9,39.0,2.0,160.0,5380,"(42.4605189, -71.3488963)"
5380,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:39:00+00,West Concord,12,3.0,15.0,62.0,5381,"(42.4566859, -71.3942316)"
5381,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:43:00+00,South Acton,13,0.0,13.0,49.0,5382,"(42.4584265, -71.453674)"
5382,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:50:00+00,Littleton / Rte 495,14,0.0,14.0,35.0,5383,"(-1, -1)"
5383,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 19:58:00+00,Ayer,15,3.0,8.0,30.0,5384,"(42.5595807, -71.5882561)"
5384,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 20:03:00+00,Shirley,16,0.0,5.0,25.0,5385,"(42.543702, -71.6495134)"
5385,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 20:12:00+00,North Leominster,17,1.0,8.0,18.0,5386,"(42.5417572, -71.7370158)"
5386,Spring 2018,CR-Fitchburg,Fitchburg Line,413,0,day_type_01,weekday,2018/01/01 20:21:00+00,Fitchburg,18,0.0,14.0,4.0,5387,"(42.5854371, -71.8046023)"
5389,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 20:40:00+00,Porter Square,2,80.0,16.0,280.0,5390,"(42.3885028, -71.1192991)"
5390,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 20:45:00+00,Belmont,3,4.0,4.0,280.0,5391,"(42.3959296, -71.1786655)"
5391,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 20:48:00+00,Waverley,4,4.0,7.0,277.0,5392,"(42.3875964, -71.1828322)"
5392,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 20:53:00+00,Waltham,5,4.0,31.0,250.0,5393,"(42.3756401, -71.2358004)"
5393,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 20:57:00+00,Brandeis/ Roberts,6,3.0,9.0,244.0,5394,"(-1, -1)"
5394,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 21:01:00+00,Kendal Green,7,0.0,5.0,239.0,5395,"(42.379818, -71.2817237)"
5395,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 21:07:00+00,Lincoln,10,0.0,15.0,224.0,5396,"(42.4259283, -71.3039469)"
5396,Spring 2018,CR-Fitchburg,Fitchburg Line,415,0,day_type_01,weekday,2018/01/01 21:12:00+00,Concord,11,5.0,19.0,210.0,5397,"(42.4605189, -71.3488963)"
5397,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:27:00+00,Shirley,16,0.0,29.0,170.0,5398,"(42.543702, -71.6495134)"
5398,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:36:00+00,North Leominster,17,1.0,54.0,117.0,5399,"(42.5417572, -71.7370158)"
5399,Spring 2018,CR-Fitchburg,Fitchburg Line,417,0,day_type_01,weekday,2018/01/01 22:43:00+00,Fitchburg,18,0.0,70.0,47.0,5400,"(42.5854371, -71.8046023)"
5402,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:10:00+00,Porter Square,2,159.0,34.0,550.0,5403,"(42.3885028, -71.1192991)"
5403,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:15:00+00,Belmont,3,3.0,34.0,519.0,5404,"(42.3959296, -71.1786655)"
5404,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:18:00+00,Waverley,4,7.0,28.0,498.0,5405,"(42.3875964, -71.1828322)"
5405,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:23:00+00,Waltham,5,14.0,81.0,431.0,5406,"(42.3756401, -71.2358004)"
5406,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:27:00+00,Brandeis/ Roberts,6,10.0,29.0,412.0,5407,"(-1, -1)"
5407,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:31:00+00,Kendal Green,7,2.0,29.0,385.0,5408,"(42.379818, -71.2817237)"
5408,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:34:00+00,Hastings,8,0.0,14.0,371.0,5409,"(42.3875957, -71.289224)"
5409,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:40:00+00,Lincoln,10,0.0,60.0,311.0,5410,"(42.4259283, -71.3039469)"
5410,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:45:00+00,Concord,11,2.0,52.0,261.0,5411,"(42.4605189, -71.3488963)"
5411,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:50:00+00,West Concord,12,4.0,51.0,214.0,5412,"(42.4566859, -71.3942316)"
5412,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 22:54:00+00,South Acton,13,3.0,76.0,141.0,5413,"(42.4584265, -71.453674)"
5413,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 23:01:00+00,Littleton / Rte 495,14,0.0,45.0,96.0,5414,"(-1, -1)"
5414,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 23:09:00+00,Ayer,15,4.0,28.0,72.0,5415,"(42.5595807, -71.5882561)"
5415,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 23:15:00+00,Shirley,16,0.0,10.0,62.0,5416,"(42.543702, -71.6495134)"
5416,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 23:24:00+00,North Leominster,17,0.0,31.0,31.0,5417,"(42.5417572, -71.7370158)"
5417,Spring 2018,CR-Fitchburg,Fitchburg Line,419,0,day_type_01,weekday,2018/01/01 23:31:00+00,Fitchburg,18,0.0,22.0,9.0,5418,"(42.5854371, -71.8046023)"
5420,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 22:46:00+00,Porter Square,2,223.0,46.0,687.0,5421,"(42.3885028, -71.1192991)"
5421,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 22:55:00+00,Waltham,5,3.0,105.0,585.0,5422,"(42.3756401, -71.2358004)"
5422,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:06:00+00,Lincoln,10,1.0,53.0,533.0,5423,"(42.4259283, -71.3039469)"
5423,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:11:00+00,Concord,11,3.0,36.0,500.0,5424,"(42.4605189, -71.3488963)"
5424,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:16:00+00,West Concord,12,1.0,70.0,431.0,5425,"(42.4566859, -71.3942316)"
5425,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:21:00+00,South Acton,13,1.0,224.0,208.0,5426,"(42.4584265, -71.453674)"
5426,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:28:00+00,Littleton / Rte 495,14,0.0,56.0,152.0,5427,"(-1, -1)"
5427,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:36:00+00,Ayer,15,0.0,27.0,125.0,5428,"(42.5595807, -71.5882561)"
5428,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:42:00+00,Shirley,16,2.0,39.0,88.0,5429,"(42.543702, -71.6495134)"
5429,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/01 23:51:00+00,North Leominster,17,0.0,34.0,54.0,5430,"(42.5417572, -71.7370158)"
5430,Spring 2018,CR-Fitchburg,Fitchburg Line,421,0,day_type_01,weekday,2018/01/02 00:00:00+00,Fitchburg,18,0.0,35.0,19.0,5431,"(42.5854371, -71.8046023)"
5433,Spring 2018,CR-Fitchburg,Fitchburg Line,423,0,day_type_01,weekday,2018/01/01 23:05:00+00,Porter Square,2,51.0,14.0,355.0,5434,"(42.3885028, -71.1192991)"
5434,Spring 2018,CR-Fitchburg,Fitchburg Line,405,0,day_type_01,weekday,2018/01/01 14:10:00+00,Brandeis/ Roberts,6,11.0,81.0,46.0,5435,"(-1, -1)"
5435,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:19:00+00,Lincoln,10,51.0,0.0,211.0,5436,"(42.4259283, -71.3039469)"
5436,Spring 2018,CR-Franklin,Franklin Line,704,1,day_type_01,weekday,2018/01/01 11:58:00+00,Plimptonville,5,12.0,0.0,400.0,5437,"(42.1598208, -71.2369984)"
5437,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:22:00+00,Silver Hill,11,6.0,0.0,217.0,5438,"(42.3959287, -71.3022801)"
5438,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:25:00+00,Hastings,12,9.0,0.0,226.0,5439,"(42.3875957, -71.289224)"
5439,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:28:00+00,Kendal Green,13,2.0,0.0,228.0,5440,"(42.379818, -71.2817237)"
5440,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:31:00+00,Brandeis/ Roberts,14,21.0,10.0,239.0,5441,"(-1, -1)"
5441,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:35:00+00,Waltham,15,62.0,3.0,298.0,5442,"(42.3756401, -71.2358004)"
5442,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:40:00+00,Waverley,16,13.0,2.0,309.0,5443,"(42.3875964, -71.1828322)"
5443,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:43:00+00,Belmont,17,17.0,4.0,322.0,5444,"(42.3959296, -71.1786655)"
5444,Spring 2018,CR-Fitchburg,Fitchburg Line,492,1,day_type_01,weekday,2018/01/01 13:48:00+00,Porter Square,18,40.0,109.0,253.0,5445,"(42.3885028, -71.1192991)"
5447,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:22:00+00,South Acton,7,13.0,0.0,21.0,5448,"(42.4584265, -71.453674)"
5448,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:25:00+00,West Concord,8,18.0,1.0,38.0,5449,"(42.4566859, -71.3942316)"
5449,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:29:00+00,Concord,9,16.0,0.0,54.0,5450,"(42.4605189, -71.3488963)"
5450,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:36:00+00,Lincoln,10,6.0,1.0,59.0,5451,"(42.4259283, -71.3039469)"
5451,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:42:00+00,Kendal Green,13,2.0,1.0,60.0,5452,"(42.379818, -71.2817237)"
5452,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:44:00+00,Brandeis/ Roberts,14,39.0,4.0,95.0,5453,"(-1, -1)"
5453,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:48:00+00,Waltham,15,0.0,0.0,95.0,5454,"(42.3756401, -71.2358004)"
5454,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:53:00+00,Waverley,16,4.0,3.0,96.0,5455,"(42.3875964, -71.1828322)"
5455,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 22:55:00+00,Belmont,17,2.0,7.0,91.0,5456,"(42.3959296, -71.1786655)"
5456,Spring 2018,CR-Fitchburg,Fitchburg Line,494,1,day_type_01,weekday,2018/01/01 23:00:00+00,Porter Square,18,6.0,57.0,40.0,5457,"(42.3885028, -71.1192991)"
5459,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 11:35:00+00,Porter Square,2,3.0,7.0,3.0,5460,"(42.3885028, -71.1192991)"
5460,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 11:59:00+00,South Acton,13,2.0,3.0,2.0,5461,"(42.4584265, -71.453674)"
5461,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 12:06:00+00,Littleton / Rte 495,14,0.0,0.0,2.0,5462,"(-1, -1)"
5462,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 12:14:00+00,Ayer,15,3.0,0.0,5.0,5463,"(42.5595807, -71.5882561)"
5463,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 12:19:00+00,Shirley,16,1.0,1.0,5.0,5464,"(42.543702, -71.6495134)"
5464,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 12:28:00+00,North Leominster,17,0.0,2.0,3.0,5465,"(42.5417572, -71.7370158)"
5465,Spring 2018,CR-Fitchburg,Fitchburg Line,401,0,day_type_01,weekday,2018/01/01 12:35:00+00,Fitchburg,18,0.0,3.0,0.0,5466,"(42.5854371, -71.8046023)"
5468,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 12:53:00+00,Porter Square,2,95.0,12.0,152.0,5469,"(42.3885028, -71.1192991)"
5469,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 12:58:00+00,Belmont,3,20.0,5.0,167.0,5470,"(42.3959296, -71.1786655)"
5470,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:00:00+00,Waverley,4,5.0,2.0,170.0,5471,"(42.3875964, -71.1828322)"
5471,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:05:00+00,Waltham,5,4.0,19.0,155.0,5472,"(42.3756401, -71.2358004)"
5472,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:09:00+00,Brandeis/ Roberts,6,15.0,50.0,120.0,5473,"(-1, -1)"
5473,Spring 2018,CR-Fitchburg,Fitchburg Line,403,0,day_type_01,weekday,2018/01/01 13:13:00+00,Kendal Green,7,0.0,24.0,96.0,5474,"(42.379818, -71.2817237)"
